"Модуль","Код документа","Документ / что загрузить","Обязательность","Когда появляется","Какие поля заявки влияют","Что проверяется","Статус правила","Источник"
"Часть I","I А5.","Лицензионный договор (соглашение) на право производства (до истечения срока действия патента на оригинальный препарат)","Условие есть, но требуется уточнить/добавить поле в форме","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); (Есть действующий патент или лицензионное соглашение = Да или Тип лекарственного средства = Оригинальный или Патент / товарный знак: документ, номер, даты заполнено)","Классификация: Тип лекарственного средства; Нет в текущей форме / требуется уточнение: Есть действующий патент или лицензионное соглашение; Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры; Стабильность и регистрации: Патент / товарный знак: документ, номер, даты","Проверить дату выдачи, срок действия и актуальность документа.","Не хватает явного поля или значения в форме","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I А6.","Охранный документ на изобретение или полезную модель оригинального лекарственного средства (предоставляется патентообладателем охранного документа в электронном формате), охранный документ на товарный знак (в электронном формате)","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); Патент / товарный знак: документ, номер, даты заполнено","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры; Стабильность и регистрации: Патент / товарный знак: документ, номер, даты","Сверить лекарственную форму, дозировку/концентрацию и количество единиц упаковки с заявкой.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I А7.","Декларация от производителя (держателя регистрационного удостоверения) письмо о ненарушении исключительных прав третьими лицами на изобретение или полезную модель (предоставляется при экспертизе генерического лекарственного препарата)","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Сверить наименование, адрес и роль каждой производственной площадки с заявкой и 3.2.P/3.2.S.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I А8.","Документ, подтверждающий качество готового продукта трех промышленных серий (сертификат анализа, протокол анализа), одна серия которого совпадает с серией образца лекарственного средства, поданного на регистрацию","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Сверить сведения с заявкой и связанными разделами досье. | Проверить количество серий, их промышленный/пилотный статус, номера серий и совпадение одной серии с образцом при регистрации.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I А 9.","Документ о прионовой безопасности на вещества животного происхождения от производителя","Условие есть, но требуется уточнить/добавить поле в форме","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); Вещества человеческого / животного происхождения = Да","Классификация: Вещества человеческого / животного происхождения; Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Сверить наименование, адрес и роль каждой производственной площадки с заявкой и 3.2.P/3.2.S. | Проверить сертификаты вирусной, бактериологической и прионовой безопасности; вид/страна происхождения сырья.","Не хватает явного поля или значения в форме","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I А 11.","Декларация о том, что в проектах общей характеристике лекарственного препарата и инструкции по медицинскому применению лекарственного средства (листок-вкладыш) (далее – ОХЛП и Инструкция ЛС) воспроизведенного, гибридного или биоаналогичного (биоподобного) лекарственного препарата отсутствуют отличия от действующих ОХЛП и Инструкция ЛС оригинального (референтного) лекарственного препарата, за исключением отличий информации о производителе, сроке годности, составе вспомогательных веществ незначимые различия в биодоступности или фармакокинетике.","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); Тип лекарственного средства: Воспроизведенный (generic), Гибридный, Биоаналогичный препарат","Классификация: Тип лекарственного средства; Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить дату выдачи, срок действия и актуальность документа. | Сверить наименование, адрес и роль каждой производственной площадки с заявкой и 3.2.P/3.2.S. | Сверить качественный/количественный состав с формой заявки, 3.2.P.1, 3.2.P.3.2 и макетами/ОХЛП. | Сверить лекарственную форму, дозировку/концентрацию и количество единиц упаковки с заявкой. | Проверить наличие казахской и русской версий, структуру, актуальность, соответствие ДСМ-101/Реш.88 и данным заявки. | Сверить указанный оригинальный/референтный препарат с данными в форме заявки и исследованиях эквивалентности/сопоставимости. | Проверить отчёт БЭ/биоваивер/профиль растворения, аналитическую валидацию и хроматограммы, если применимо. | сверить торговое наименование, МНН, форму, дозировку, состав, способ введения и условия хранения с заявкой | проверить наличие казахской и русской версий","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I А 12.","Резюме (до 5 страниц) обоснований и фактов, показывающих, что лекарственный препарат является воспроизведенным, гибридным или биоаналогичным (биоподобным) лекарственным препаратом соответствующего оригинального (биологического) лекарственного препарата.","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); Тип лекарственного средства: Воспроизведенный (generic), Гибридный, Биоаналогичный препарат","Классификация: Тип лекарственного средства; Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Сверить сведения с заявкой и связанными разделами досье. | Сверить указанный оригинальный/референтный препарат с данными в форме заявки и исследованиях эквивалентности/сопоставимости.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I.В.1.","Проект общей характеристики лекарственного средства (ОХЛС) в электронном виде в формате ""doc (док)"" на казахском и русском языках","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Формат файла: DOC/DOCX; при наличии требования — также PDF. | Сверить лекарственную форму, дозировку/концентрацию и количество единиц упаковки с заявкой. | Проверить наличие казахской и русской версий, структуру, актуальность, соответствие ДСМ-101/Реш.88 и данным заявки. | сверить торговое наименование, МНН, форму, дозировку, состав, способ введения и условия хранения с заявкой | проверить наличие казахской и русской версий","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I.В.2.","Проект инструкции по медицинскому применению (листок-вкладыш) в электронном виде в формате ""doc (док)"" на казахском и русском языках","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Формат файла: DOC/DOCX; при наличии требования — также PDF. | Проверить наличие казахской и русской версий, структуру, актуальность, соответствие ДСМ-101/Реш.88 и данным заявки. | сверить торговое наименование, МНН, форму, дозировку, состав, способ введения и условия хранения с заявкой | проверить наличие казахской и русской версий","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","1.В.3.","Текст маркировки для первичной и вторичной упаковок, стикеров, этикеток на казахском и русском языках","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); Упаковка: тип, материал, объем, количество, GTIN заполнено","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры; Применение и состав: Упаковка: тип, материал, объем, количество, GTIN","Проверить наличие первичной, промежуточной (если есть) и вторичной упаковки; совпадение маркировки, макетов и упаковки в заявке.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","1.В.4.","Цветные макеты потребительских упаковок, этикеток, стикеров в электронном виде в формате ""jpeg (джипег)""","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); Упаковка: тип, материал, объем, количество, GTIN заполнено","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры; Применение и состав: Упаковка: тип, материал, объем, количество, GTIN","Формат макета: JPEG/PDF; масштаб 1:1, цветной макет. | Проверить наличие первичной, промежуточной (если есть) и вторичной упаковки; совпадение маркировки, макетов и упаковки в заявке. | проверить формат/масштаб макета и наличие всех уровней упаковки | сверить текст макета с маркировкой, ОХЛП/инструкцией и полями заявки","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","1.В.5.","Построчное (расположенное параллельно на одном листе) сравнение действующих ОХЛП и Инструкция ЛС оригинального (референтного) лекарственного препарата и проектов ОХЛП и Инструкция ЛС воспроизведенного, гибридного или биоаналогичного (биоподобного) лекарственного препарата с выделением и обоснованием всех отличий.","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); Тип лекарственного средства: Воспроизведенный (generic), Гибридный, Биоаналогичный препарат","Классификация: Тип лекарственного средства; Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить дату выдачи, срок действия и актуальность документа. | Проверить наличие казахской и русской версий, структуру, актуальность, соответствие ДСМ-101/Реш.88 и данным заявки. | Проверить построчную сравнительную таблицу: текущая/предлагаемая версия, выделение отличий, обоснование каждого отличия. | Сверить указанный оригинальный/референтный препарат с данными в форме заявки и исследованиях эквивалентности/сопоставимости. | проверить наличие выделения всех отличий | проверить наличие обоснования всех отличий | сверить референтный препарат с данными заявки | сверить торговое наименование, МНН, форму, дозировку, состав, способ введения и условия хранения с заявкой | проверить наличие казахской и русской версий","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I.С","Мастер файл системы фармаконадзора держателя регистрационного удостоверения (представляется в случае, когда держатель регистрационного удостоверения впервые подает заявку на регистрацию лекарственного препарата) или краткая характеристика системы фармаконадзора держателя регистрационного удостоверения (при перерегистрации) включающая: информацию о том, что держатель регистрационного удостоверения имеет в своем распоряжении уполномоченное лицо за глобальный фармаконадзор; контактные данные уполномоченного лица за глобальный фармаконадзор; декларацию, подписанную держателем регистрационного удостоверения о том, что он имеет систему фармаконадзора для выполнения задач и обязанностей по пострегистрационному контролю безопасности лекарственных средств; ссылку на место (адрес), где хранится мастер-файл системы фармаконадзора.","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Сверить лекарственную форму, дозировку/концентрацию и количество единиц упаковки с заявкой. | Проверить наличие ответственного лица/контактов/деклараций; для PSUR — период охвата; для ПУР — соответствие типу препарата.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I.C 1","Периодически обновляемый отчет по безопасности (при перерегистрации)","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); Тип лекарственного средства = well_established","Классификация: Тип лекарственного средства; Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие раздела/документа, полноту содержания и соответствие смежным разделам досье.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I.C 2","План управления рисками (для оригинального лекарственного препарата, биологического, биоаналогичного, биотехнологического, а также иммунологического лекарственного препарата)","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); (Тип лекарственного средства: Оригинальный, Биоаналогичный препарат, Биологический, biotechnological, immunological, Вакцина или Биологический лекарственный препарат = Да или Иммунобиологический лекарственный препарат = Да или Препарат требует дополнительного мониторинга безопасности = Да)","Классификация: Биологический лекарственный препарат; Классификация: Иммунобиологический лекарственный препарат; Классификация: Препарат требует дополнительного мониторинга безопасности; Классификация: Тип лекарственного средства; Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Сверить указанный оригинальный/референтный препарат с данными в форме заявки и исследованиях эквивалентности/сопоставимости. | Проверить наличие ответственного лица/контактов/деклараций; для PSUR — период охвата; для ПУР — соответствие типу препарата.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть I","I.D","Документ, подтверждающий, что держатель регистрационного удостоверения имеет уполномоченное (контактное) лицо за фармаконадзор на территории Республики Казахстан","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие ответственного лица/контактов/деклараций; для PSUR — период охвата; для ПУР — соответствие типу препарата.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II А 1","Качественный и количественный состав лекарственного препарата (активные, вспомогательные вещества, состав оболочки таблетки или корпуса капсулы)","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Сверить качественный/количественный состав с формой заявки, 3.2.P.1, 3.2.P.3.2 и макетами/ОХЛП.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II А 2","Документ, подтверждающий качество упаковочного и укупорочного материалов готового продукта","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие первичной, промежуточной (если есть) и вторичной упаковки; совпадение маркировки, макетов и упаковки в заявке.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II А 3","Фармацевтическая разработка (описание АФС, вспомогательных веществ, разработка лекарственного препарата в сравнений с оригиниальным (референтным) препаратом (в случае, если генерик), разработка производственного процесса, совместимость компонентов, излишки, стабильность, микробиологическая чистота)","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить построчную сравнительную таблицу: текущая/предлагаемая версия, выделение отличий, обоснование каждого отличия. | Сверить указанный оригинальный/референтный препарат с данными в форме заявки и исследованиях эквивалентности/сопоставимости. | Проверить серии, условия, продолжительность, протокол/обязательства и соответствие заявленным срокам хранения.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II В 1","производственная формула","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие раздела/документа, полноту содержания и соответствие смежным разделам досье.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II В 2","описание технологии производства","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие раздела/документа, полноту содержания и соответствие смежным разделам досье.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II В 3","контроль в процессе производства (операционный контроль)","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие раздела/документа, полноту содержания и соответствие смежным разделам досье.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II В 4","валидация производственных процессов (валидация процессов, проводимых в асептических условиях, включает моделирование процесса с использованием питательной среды (наполнение питательными средами)","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); (Асептическое производство = Да или Стерильный препарат = Да)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры; Применение и состав: Асептическое производство; Применение и состав: Стерильный препарат","Проверить протокол/отчёт валидации, критические стадии, критерии приемлемости; для асептики — моделирование питательной средой.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II С","методы контроля исходных материалов","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие раздела/документа, полноту содержания и соответствие смежным разделам досье.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II С 1","активная субстанция","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); Полный качественный и количественный состав содержит ","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие раздела/документа, полноту содержания и соответствие смежным разделам досье.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II С 1.1","Документ, подтверждающий качество активного вещества трех промышленных серии (сертификат анализа субстанции от производителя, сертификат соответствия монографии Европейской Фармакопеи, протокол анализа, аналитический паспорт)","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан); Полный качественный и количественный состав содержит ","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Сверить сведения с заявкой и связанными разделами досье. | Сверить наименование, адрес и роль каждой производственной площадки с заявкой и 3.2.P/3.2.S. | Проверить описание аналитических методик; для нефармакопейных — валидация; для фармакопейных — верификация.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II С 2","вспомогательные вещества","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие раздела/документа, полноту содержания и соответствие смежным разделам досье.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II С 2.1","сертификаты качества на вспомогательные вещества","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие раздела/документа, полноту содержания и соответствие смежным разделам досье.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
"Часть II","II С 3","упаковочный материал (первичная и вторичная упаковка)","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = Нац. комплект / Приложение 2 или Страна производителя = Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие первичной, промежуточной (если есть) и вторичной упаковки; совпадение маркировки, макетов и упаковки в заявке.","Готово к автоматизации","рег.досье ЛС Приложение 2; Приказ ДСМ-10"
